CPR,label,CT,UM,NC,CS,PC,CP,T,PB,AV,SRBP,ATPB,RE,TG,CH,CTS
25,0,0.52,0.41,9,0.97,7747.89,46.51,63146.97,1713,0.37,0.68,0.8,0.32,3,58,0
41,0,0.66,0.86,8,0.27,504.1,22.2,31883.5,627,0.38,0.48,4.53,0.18,5,6,2
28,0,0.62,0.54,9,0.41,2624.3,47.92,67302.36,1535,0.14,0.33,4.37,0.28,2,96,0
15,1,0.88,0.66,9,0.68,5712.76,55.96,66962.08,4943,0.61,0.27,1.26,0.8,2,13,1
14,1,0.7,0.86,7,0.75,3071.35,17.58,96267.03,4726,0.63,0.39,2.35,0.5,1,34,1
6,1,0.58,0.43,5,0.36,1724.77,63.16,76715.79,638,0.77,0.07,3.51,0.25,1,93,1
8,1,0.56,0.49,5,0.56,3176.28,51.74,20864.37,3563,0.57,0.48,2.57,0.68,4,80,2
8,0,0.96,0.89,10,0.87,7266.83,11.54,89685.93,3279,0.94,0.14,2.5,0.94,3,35,1
19,0,0.65,0.21,6,0.53,3667.87,29.13,30829.17,1302,0.43,0.63,3.07,0.7,3,22,0
46,1,0.95,0.49,7,0.11,9262.35,9.42,25474.11,343,0.14,0.29,4.39,0.75,1,90,2
21,1,0.17,0.61,4,0.95,8494.32,34.66,90449.5,2120,0.69,0.6,2.26,0.17,4,30,2
0,0,0.75,0.95,10,0.32,4947.17,28.05,66305.53,4137,0.04,0.79,2.7,0.84,5,95,0
12,0,0.1,0.64,8,0.34,3890.68,50.65,60367.15,787,0.25,0.76,0.06,0.27,3,26,1
25,0,0.7,0.05,5,0.96,1639.7,90.77,76765.39,2432,0.37,0.24,2.78,0.88,3,73,0
7,0,0.89,0.01,10,0.2,6924.46,76.9,20036.93,3877,0.57,0.26,2.08,0.01,3,38,2
28,1,0.52,0.35,4,0.82,1310.53,3.57,85981.58,3740,0.5,0.8,2.5,0.57,1,37,2
40,0,0.98,0.53,7,0.29,8661.12,18.83,15299.52,2684,0.89,0.12,1.89,0.14,5,88,1
45,1,0.81,0.4,9,0.84,4277.34,64.6,65556.5,1957,0.87,0.94,1.11,0.55,1,47,2
21,1,0.6,0.27,5,0.44,6999.67,12.95,35378.38,497,0.07,0.56,2.59,0.3,3,52,2
36,1,0.4,0.62,9,0.98,9953.79,52.02,56974.69,4708,0.19,0.82,0.97,0.87,2,19,1
6,0,0.69,0.09,4,0.01,1472.27,49.23,1569.37,4501,0.72,0.95,0.06,0.05,3,35,1
35,1,0.7,0.48,8,0.69,2237.02,64.59,44291.32,2759,0.56,0.54,1.32,0.41,1,42,0
16,0,0.44,0.7,7,0.91,2491.54,52.28,34971.79,535,0.81,0.07,4.14,0.22,1,36,1
11,1,0.69,0.95,5,0.06,4929.34,70.32,31237.02,672,0.94,0.6,0.36,0.06,1,36,2
8,0,0.94,0.25,4,0.07,4650.15,4.69,33500.25,4021,0.33,0.03,2.01,0.44,1,73,1
28,1,0.33,0.53,8,0.8,5572.99,34.25,71655.1,6,0.9,0.08,3.06,0.22,5,60,2
36,0,0.31,0.79,6,0.38,1381.42,43.5,55139.88,4448,0.95,0.64,2.23,0.19,3,13,1
34,0,0.57,0.03,5,0.1,6421.23,29.94,38808.54,2777,0.95,0.02,4.29,0.29,1,34,1
45,0,0.11,0.71,10,0.49,742.68,52.64,96400.74,3360,0.5,0.7,3.43,0.19,2,23,0
34,0,0.09,0.52,7,0.71,3581.1,8.92,47378.84,935,0.84,0.17,2.15,0.05,1,86,2
40,1,0.98,0.91,7,0.11,2373.65,38.99,62721.81,865,0.25,0.48,2.39,0.44,2,78,2
11,1,0.38,0.94,5,0.29,4953.91,3.22,22413.46,1578,0.44,0.45,1.09,0.52,3,49,2
45,0,0.93,0.1,5,0.13,9127.11,15.06,72939.19,4448,0.43,0.18,0.42,0.04,4,97,0
22,1,0.77,0.14,7,0.68,308.15,62.12,89091.44,2253,0.25,0.67,0.78,0.31,4,99,1
24,0,0.4,0.42,7,0.41,7686.43,17.19,67588.33,1377,0.01,0.75,1.16,0.44,3,41,0
2,1,0.49,0.92,9,0.44,2244.8,47.83,71566.15,3718,0.29,0.92,0.76,0.66,5,67,0
6,1,0.52,0.57,7,0.87,7869.08,45.19,73458.4,3399,0.22,0.49,2.99,0.07,1,20,0
47,1,0.3,0.04,8,0.97,5529.58,84.87,89962.22,3732,0.49,0.54,0.52,0.61,2,27,1
21,0,0.63,0.61,7,0.21,3335.75,20.19,60697.29,3575,0.74,0.28,1.97,0.49,1,19,0
0,1,0.12,0.36,9,0.73,9596.92,15.66,33311.32,2802,0.71,0.19,3.72,0.59,4,68,1
5,1,0.84,0.21,8,0.33,5766.81,35.48,79259.09,4197,0.9,0.03,3.83,0.36,5,9,0
3,1,0.41,0.71,5,0.25,9131.53,72.04,25814.31,2790,0.47,0.03,1.45,0.25,2,42,1
21,1,0.62,0.5,4,0.04,2313.22,77.16,30664.2,4923,0.85,0.74,2.17,0.5,4,58,2
2,0,0.49,0.52,5,0.28,8906.59,87.33,45576.27,49,0.49,0.14,1.5,0.41,5,15,2
39,1,0.77,0.01,5,0.87,9185.93,12.84,89186.92,614,0.49,0.63,3.28,0.46,2,15,1
41,0,0.16,0.2,10,0.78,3789.44,39.02,80192.33,4682,0.39,0.95,3.27,0.09,5,10,0
34,1,0.62,0.11,4,0.18,2597.54,17.42,73772.17,2794,0.79,0.6,4.96,0.44,2,19,0
40,0,0.75,0.05,7,0.23,352.81,97.38,24035.24,1968,0.17,0.58,1.15,0.12,1,31,1
12,1,0.73,0.74,10,0.21,8006.27,2.93,58524.35,2460,0.95,0.63,2.09,0.93,4,94,0
24,1,0.49,0.68,8,0.81,4863.3,11.15,90476.94,1929,0.37,0.41,4.62,0.08,2,87,1
23,1,0.09,0.1,5,0.63,7730.24,85.34,13726.25,3147,0.79,0.9,4.85,0.73,5,27,0
19,0,0.7,0.62,9,0.55,7784.79,0.4,66955.5,4220,0.86,0.55,2.53,0.87,1,71,0
25,0,0.28,0.21,6,0.81,5611.17,37.01,27154.98,4284,0.3,0.3,3.1,0.79,5,40,0
47,0,0.84,0.21,7,0.18,7771.55,90.18,97943.92,1476,0.34,0.35,3.52,0.76,1,53,2
11,1,0.28,0.69,9,0.86,9804.71,22.84,44512.54,4639,0.36,0.32,2.24,1,4,41,0
41,1,0.96,0.92,5,0.79,4086.92,36.12,72229.03,3708,0.16,0.28,0.16,0.1,2,37,0
17,1,0.95,0.95,9,0.35,5500.14,5.2,44806.78,4506,0.66,0.22,4.58,0.52,2,94,0
6,0,0.07,0.14,8,0.24,5400.91,67.98,27737.79,2698,0.17,0.78,1.12,0.85,4,65,0
26,1,0.33,0.37,9,0.51,8494.3,78.34,86861.65,3307,0.03,0.86,3.54,0.95,1,94,1
35,0,0.44,0.55,5,0.45,6160.04,28.55,52456.68,3704,0.01,0.04,1.9,0.45,2,95,1
35,0,0.47,0.98,5,0.42,3268.94,99.2,3328.05,4549,0.67,0.37,3.87,0.77,5,58,1
30,1,0.32,0.18,7,0.87,3389.61,91.13,62574.38,3666,0.82,0.49,3.76,0.52,4,0,1
7,0,0.51,0.58,7,0.03,9154.6,9.62,11720.11,916,0.39,0.43,2.74,0.9,5,60,2
8,0,0.82,0.28,10,0.54,7509.39,81.81,20582.17,4918,0.82,0.11,2.41,0.95,2,89,0
23,0,0.28,0.41,4,0,4282.16,47.99,99271.06,3276,0.6,0.09,2.77,0.4,4,90,1
26,1,0.34,0.47,8,0.66,404.63,53.84,62986.06,743,0.1,0.33,2.21,0.68,1,96,1
48,1,0.33,0.04,10,0.45,9484.89,90.74,46850.64,4080,0.75,0.37,1.78,0.04,1,94,2
34,0,0.84,0.56,6,0.7,5955.94,27.92,70195.03,2563,0.73,0.48,1.12,0.92,1,85,2
49,1,0.64,0.93,8,0.99,3065.14,71.14,93608.06,2463,0.93,0.31,3.58,0.55,4,62,1
11,0,0.8,0.93,10,0.82,4739.98,49.51,90263.44,218,0.57,0.05,2.65,0.45,2,41,1
17,0,0.91,0.1,7,0.63,4725.66,45.53,67198.42,367,0.99,0.96,3.11,0.99,5,48,0
17,0,0.07,0.77,5,0.56,487.79,12.01,72257.93,4326,0.26,0.43,0.39,0.48,2,75,0
49,1,0.19,0.08,10,0.67,9654.25,53.4,77080.61,2219,0.09,0.44,4.11,0.6,4,21,1
48,0,0.84,0.2,10,0.6,6685.76,86.62,26211.65,4963,0.69,0.29,4.66,0.31,1,2,0
10,1,0.66,0.69,10,0.44,4335.27,9.74,1889.24,1360,0.28,0.93,4.81,0.26,1,96,2
6,0,0.7,0.97,4,0.26,9692.92,50.36,46621.63,4154,0.97,0.38,3.43,0.88,2,31,0
15,0,0.77,0.53,8,0.92,5025.76,38.21,6403.5,1628,0.85,0.43,1.13,0.4,2,0,1
40,1,0.03,0.38,10,0.23,7996.81,8.33,63439.05,3150,0.87,0.53,4.86,0.88,2,17,2
6,0,0.57,0.06,9,0.68,9831.47,92.9,85587,817,0.5,0.25,4.1,0.68,4,65,0
0,1,0.04,0.67,7,0.99,7528.55,65.91,24682.37,3471,0.38,0.07,4.71,0.35,1,66,0
29,0,0.53,0.43,8,0.91,2883.12,87.72,41607.14,2460,0.44,0.57,2.25,0.49,2,91,1
23,1,1,0.73,5,0.92,4197.99,42,95300,356,0.52,0.27,0.94,0.99,3,50,1
19,0,0.73,0.07,5,0.37,5930.6,45.64,97176.64,3786,0.57,0.28,2.74,0.11,1,31,0
40,0,0.73,0.99,9,0.02,4995.98,81.98,98584.64,3416,0.77,0.23,2.68,0.83,4,24,0
32,0,0.41,0.33,6,0.06,9093.73,88.98,19344.73,4231,0.27,0.03,4.6,0.59,3,81,0
35,0,0.54,0.3,8,0.94,8523.22,65.12,17203.75,1540,0.96,0.99,1.43,0.12,4,5,1
38,0,0.54,0.78,10,0.49,3718.31,76.01,91792.99,3392,0.39,0.27,3.51,0.38,5,12,2
27,0,0.83,0.15,10,0.62,5780.18,0.11,38912.07,2037,0.81,0.13,1.94,0.76,1,32,2
21,0,0.83,0.29,4,0.46,2901.31,19.93,78545.77,3153,0.89,0.73,0.06,0.56,5,46,2
24,1,0.64,0.72,10,0.28,3277.04,46.17,87812.93,3305,0.84,0.46,2.17,0.61,5,32,2
21,1,0.86,0.47,10,0.27,8638.14,49.16,2869.17,114,0.21,0.97,0.77,0.5,3,2,0
31,0,0.3,0.79,5,0.72,7074.55,60.99,29374.19,4268,0.93,0.87,3.83,0.21,4,20,0
23,0,0.11,0.6,6,0.61,4294.81,46.67,84259.29,1162,0.6,0.83,4.94,0.84,1,70,1
32,0,0.97,0.47,7,0.04,882.09,67.75,83077.84,981,0.54,0.26,0.38,0.52,3,98,1
40,1,0.46,0.56,7,0.18,9347.01,93.53,99127.04,2882,0.8,0.9,0.95,0.88,2,27,2
13,1,0.38,0.15,10,0.27,9766.65,59.68,10674.61,2479,0.45,0.67,0.37,0.74,3,9,1
21,0,0.61,0.13,5,0.97,9132.95,23.31,44868.18,3959,0.61,0.82,3.85,0.71,2,73,1
28,1,0.44,0.4,10,0.18,6068.48,67.49,3951.97,293,0.87,0.08,4.26,0.61,1,59,1
36,1,0.86,0.79,5,0.49,1555.89,92.05,87466.02,1822,0.08,0.61,0.2,0.59,1,46,0
27,0,0.83,0.31,6,0.63,8510.76,21.49,19268.9,4547,0.23,0.39,2.52,0.02,1,95,2
18,0,0.33,0.93,4,0.02,5108.2,71.11,12088.67,3190,0.27,0.34,1.84,0.84,2,47,1
25,0,0.23,0.58,10,0.51,2338.92,89.46,73555.07,107,0.16,0.53,0.97,0.74,4,6,0
20,0,0.32,0.51,7,0.91,6508.84,99.64,20086.26,4989,0.06,0.1,2.73,0.78,1,55,0
46,0,0.62,0.53,10,0.38,4230.28,58.4,79084.34,1453,0.52,0.18,3.35,0.91,2,10,2
4,1,0.84,0.88,4,0.7,499.66,23.96,57428.73,4345,0.88,0.62,2.26,0.53,4,53,1
3,0,0.05,0.72,7,0.15,6089.18,18.94,51048.21,1564,0.54,0.43,4.83,0.53,1,64,1
16,0,0.17,0.79,10,0.42,3445.67,88.49,98290.82,682,0.15,0.87,3.11,0.69,1,26,0
45,1,0.77,0.65,8,0.58,176.69,13.41,75160.84,4066,0.54,0.99,4.26,0.59,2,69,1
17,1,0.14,0.36,4,0.59,2010.81,52.97,75279.19,974,0.68,0.74,2.62,0.7,3,41,0
8,1,0.12,0.05,4,0.34,5687.97,83.98,73853.08,1773,0.16,0.4,3.24,0.11,5,58,0
48,0,0.73,0.32,10,0.01,6700.99,82.14,91980.15,1029,0.94,0.52,3.45,0.29,2,52,1
1,0,0.82,0.61,9,0.88,5865.2,46.65,85032.38,1579,0.11,0.22,3,0.3,4,7,1
49,0,0.28,0.8,9,0.4,9430.49,71.24,50917.93,30,0.56,0.88,2.96,0.11,1,79,0
41,1,0.71,0.95,5,0.66,9983.79,91.05,90858.4,3383,0.61,0.71,4.74,0.47,5,16,1
4,0,0.49,0.06,8,0.4,6523.29,6.12,65666.26,1700,0.42,0.86,0.85,0.67,3,81,2
39,0,0.86,0.26,5,0.33,9167.6,2.07,17814.33,4266,0.85,0.54,4.82,0.8,2,62,1
42,0,0.9,0.41,5,0.91,6677.66,56.1,6376.74,340,0.17,0.32,3.82,0.59,3,33,2
7,0,0.08,0.22,10,0.49,3216.99,65.64,3602.48,1968,0.82,0.75,1.53,0.77,3,5,0
33,0,0.93,0.82,9,0.94,7092.56,66.13,45610.82,4815,0.49,0.86,2.26,0.84,1,20,0
11,1,0.15,0.9,5,1,7131.99,1.16,92084.49,4868,0.79,0.64,0.98,0.4,5,77,2
36,1,0.54,0.59,6,0.31,7319.31,1.9,82970.49,3475,0.77,0.03,3.09,0.21,5,20,0
18,0,0.47,0.46,4,0.2,8970.97,89.92,43001.84,4919,0.38,0.15,3.79,0.99,5,64,2
36,1,0.12,0.55,6,0.38,6610.55,0.13,80672.57,1762,0.35,0.78,1.05,0.7,5,26,2
30,0,0.12,0.28,10,0.18,2233.06,19.95,6107.62,3263,0.18,0.42,2.28,0.34,1,20,1
12,0,0.39,0.25,9,0.09,4542.19,70.75,86373.83,2439,0.94,0.29,3,0.33,5,76,1
6,0,0.78,0.08,5,1,5788.9,3.08,94653.42,4617,0.82,0.37,2.73,0.03,4,28,2
5,0,0.02,0.15,10,0.32,9320.23,47.49,48368.99,4716,0.47,0.37,2.8,0.44,1,89,1
35,1,0.69,0.43,5,0.16,6341.55,76.28,78644.47,4067,0.16,0.28,1.57,0.33,4,8,0
3,1,0.5,0.96,9,0.61,5917.78,4.39,61366.78,2808,0.74,0.3,4.07,0.31,3,93,2
44,0,0.71,0.66,6,0.55,8364.15,14.85,95082.79,2130,0.43,0.72,1.11,0.99,4,59,0
32,0,0.95,0.72,6,0.67,9450.07,13.29,15017.05,4005,0.05,0.09,2.11,0.95,3,33,1
29,1,0.08,0.77,8,0.7,5153.56,62.01,78088.12,1713,0.65,0.55,4.11,0.82,4,72,0
47,1,0.16,0.72,9,0.71,1046.69,71.57,16939.12,304,0.36,0.03,3.97,0.23,3,63,2
46,0,0.47,0.18,8,0.52,2400.18,22.49,88797.2,1097,0.58,0.25,2.71,0.4,5,73,2
27,1,0.71,0.53,9,0.2,7124.51,42.87,8076.32,2644,0.91,0.62,4.03,0.33,1,70,2
4,0,0.69,0.3,10,0.6,8457.33,23.9,37050.65,1246,0.31,0.16,0.77,0.48,1,75,2
37,0,0.49,0.53,7,0.04,8071.78,2.22,65804.44,2410,0.69,0.92,3,0.01,5,3,2
5,0,0.91,0.3,4,0.36,1007.31,90.23,41161.43,2516,0.36,0.6,1.36,0.16,3,93,0
23,1,0.33,0.99,9,0.92,3037.04,68.1,34641.36,4127,0.46,0.82,2.35,0.67,5,56,0
29,0,0.38,0.39,9,0.34,4082.21,0.83,89928.91,2719,0.29,0.52,4.36,0.21,4,45,0
15,1,0.03,0.48,9,0.07,5858.41,36.4,56962.08,1339,0.26,0.62,0.63,0.69,5,33,1
11,1,0.58,0.75,5,0.77,9601.57,58.98,82250.93,11,0.64,0.97,0.87,0.24,2,10,2
3,1,0.14,0.04,10,0.75,3577.15,21.17,33650.22,2503,0.35,0.43,0.46,0.47,2,64,2
7,1,0.27,0.48,5,0.95,4317.29,40.96,91043.76,606,0.13,0.46,1.95,0.67,3,37,0
27,0,0.54,0.52,10,0.59,5216.53,72.85,99987.87,849,0,0.74,3.1,0.51,2,99,1
23,0,0.32,0.18,7,0.58,151.27,42,59542.44,3647,0.17,0.3,0.17,0.45,5,90,0
22,1,0.62,0.49,6,0.5,7920.73,36.31,6410.6,1379,0.86,0.8,4.3,0.87,2,27,0
33,0,0.5,0.86,5,0.21,3289.65,42.32,45445.97,4494,0.45,0.6,2.39,0.73,1,79,1
36,1,0.49,0.31,7,0.12,4149.91,42.12,76976.75,3257,0.73,0.68,1.03,0.99,5,38,1
20,1,0.29,0.48,6,0.38,5090.01,10.78,68336.36,3478,0.82,0.68,1.79,0.94,5,58,0
6,1,0.38,0.82,6,0.03,9718.21,79.61,13214.35,4765,0.66,0.72,2.93,0.04,4,28,2
13,0,0.91,0.78,10,0.49,9923.98,45.01,97866.64,2168,0.8,0.21,0.5,0.02,3,54,0
4,0,0.22,0.31,7,0.73,9051.86,67,96401.03,2118,0.92,0.23,2.12,0.87,5,89,2
27,1,0.12,0.84,4,0.81,5557.6,41.19,93519.45,1675,0.78,0.51,3.87,0.33,3,93,0
35,1,0.81,0.18,7,0.24,5798.33,84.8,74437.07,3122,0.61,0.7,0.42,0.63,4,58,2
25,1,0.7,0.49,5,0.84,6764.12,38.49,29812.57,1834,0.07,0.96,3.61,0.9,2,56,1
8,1,0.18,0.35,4,0.8,632.07,29.48,73879.79,3876,0.09,0.99,4.79,0.24,3,21,2
20,1,0.32,0.84,8,0.37,9095.21,50.05,65008.59,3089,0.98,0.19,4.26,0.64,4,11,2
0,0,0.68,0.52,7,0.87,901.7,39.53,39382.42,2619,0.45,0.56,1.49,0.03,5,34,0
34,1,0.92,0.05,7,0.73,1180.55,67.76,7338.66,3881,0.88,0.48,3.95,0.45,4,64,0
5,1,0.7,0.68,7,0.82,2687.01,79.15,80870.07,4617,0.35,0.86,0.06,0.89,3,33,2
4,0,0.78,0.9,6,0.22,7863.98,92.79,50568.04,2522,0.5,0.76,2.37,0.41,4,20,1
12,0,0.19,0.22,5,0.24,9966.95,38.69,3333.86,4984,0.12,0.14,3.17,0.48,2,45,0
21,1,0.82,0.7,4,0.95,3701.5,30.48,13940.3,264,0.28,0.46,3.43,0.14,5,42,2
16,1,0.41,0.55,7,0.48,6660.65,3.75,13580.07,3867,0.72,0.48,2.43,0.33,2,99,1
4,0,0.86,0.08,8,0.02,8166.45,27.42,6884.79,4732,0.05,0.55,1.99,0.84,3,29,0
14,0,0.68,0.91,9,0.3,3917.46,67.46,37898.81,2494,0.31,0.29,2.07,0.38,4,49,2
30,1,0.94,0.79,10,0.11,5990.19,89.27,88249.78,3055,0.28,0.64,3.77,0.65,2,0,0
26,1,0.18,0.04,10,0.87,2019.74,79.41,55181.06,4408,0.88,0.23,4.39,0.31,2,71,0
49,1,0.7,0.59,10,0.23,7966.44,78.27,68000.05,3691,0.65,0.47,3.77,0.05,3,66,1
36,0,0.43,0.54,7,0.43,6367.48,46.32,95023.44,3919,0.28,0.48,4.6,0.44,1,57,0
0,0,0.13,0.97,5,0.33,1797.55,2.81,15529.16,3595,0.51,0.82,2.16,0.52,2,18,2
35,1,0.31,0.37,10,0.19,3256.25,70.13,58636.32,713,0.28,0.11,3.38,1,3,2,0
13,1,0.19,0.24,7,0.95,7776.37,82.3,10412.23,1817,0.72,0.88,2.88,0.66,1,55,1
10,0,0.09,0.57,4,0.93,8438.76,99.77,94520.1,639,0.34,0.59,1.54,0.41,1,5,2
26,0,0.01,0.49,6,0.22,1630.51,82.66,92903.26,2968,0.58,0.58,0.41,0.46,2,48,1
29,1,0.05,0.8,9,0.33,3172.95,79.91,19988.48,2013,0.1,0.82,0.16,0.45,5,26,0
7,0,0.16,0.88,5,0.47,9798.52,57.2,24232.26,1767,0.65,0.15,1.57,0.77,4,53,0
11,0,0.28,0.2,7,0.86,5531.89,86.26,12701.16,32,0.33,0.3,2.93,0.49,3,88,2
23,0,0.6,0.9,4,0.99,7071.55,91.36,50158.41,2577,0.65,0.17,1.64,0.8,4,0,1
16,0,0.04,0.18,10,0.88,7151.22,70.19,74862.83,2319,0.01,0.23,3.89,0.63,2,61,1
24,0,0.26,0.96,7,0.32,5121.83,35.65,17106.67,592,0.88,0.47,2.6,0.66,3,46,1
30,0,0.85,0.05,5,0.39,6314.5,52.84,69578.06,4708,0.82,0.21,1.27,0.32,4,6,1
20,0,0.14,0.85,7,0.81,3528.49,62.09,66729.51,382,0.24,0.94,1.47,0.98,3,18,0
10,0,0.75,0.11,10,0.89,4270.07,20.17,63476.67,2008,0.84,0.98,1.39,0.61,4,76,0
7,0,0.06,0.8,10,0.11,92.3,79.24,85340.15,352,0.37,0.34,3.8,0.2,1,94,1
48,0,0.06,0.77,8,0.56,7151.25,98.94,20869.74,1874,0.39,0.54,4.37,0.64,5,94,1
13,1,0.91,0.58,9,0.65,353.96,30.65,12395.3,2262,0.81,0.11,2.39,0.08,3,88,0
22,1,0.03,0.86,6,0.15,9258.01,26.06,58906.88,842,0.5,0.34,2.36,0.43,3,20,2
27,1,0.37,0.54,6,0.07,5804.87,27.16,91913.59,4522,0.49,0,2.36,0.25,1,51,2
27,1,0.97,0.3,4,0.4,5463.34,1.55,41106.73,3179,0.19,0.21,2.36,0.39,5,3,2
24,0,0.69,0.32,4,0.71,9691.51,14.61,6600.4,673,0.02,0.84,2.93,0.72,2,86,2
12,0,0.8,0.27,9,0.05,9540.99,55.42,11030.88,1498,0.25,0.06,1.4,0.55,1,23,0
12,0,0.75,0.25,10,0.61,4972.6,23.14,81128.94,1664,0.71,0.12,3.05,0.63,5,46,2
9,0,0.37,0.4,7,0.27,1872.16,77.63,91646.36,3704,0.74,0.46,2.83,0.99,1,29,1
22,1,0.09,0.18,6,0.97,7870.5,35.27,65754.71,4297,0.34,0.91,2.03,0.16,4,29,1
23,0,0.22,0.33,10,0.73,4382.72,5.31,52801.37,4641,0.23,0.43,4.11,0.21,4,42,1
35,0,0.73,0.06,6,0.73,1779.77,1.12,18040.55,3339,0.38,0.15,2.46,0.68,3,85,0
4,1,0.57,0.02,9,0.86,7413.81,47.47,54255.49,807,0.52,0.57,3.43,0.94,1,90,2
35,0,0.41,0.53,5,0.69,4357.18,73.1,78245.1,1127,0.81,0.31,0.05,0.08,4,26,2
11,0,0.09,0.8,8,0.39,4858.62,30.92,71024.76,3105,0.73,0.5,3.12,0.52,1,63,2
20,1,0.84,0.6,10,0.34,6882.16,99.26,27282.18,2891,0.31,0.08,0.15,0.79,1,46,2
9,1,0.27,0.72,5,0.55,4329.36,91.58,77040.73,4618,0.43,0.08,3.88,0.91,3,73,1
49,1,0.34,0.92,5,0.8,8626.52,17.38,38496.03,3951,0.94,0.54,4.76,0.29,1,71,2
42,1,0.17,0.53,10,0.73,1004.08,8.07,92492.07,406,0.67,0.57,0.98,0.17,2,59,1
41,1,0.25,0.7,5,0.93,6756.25,73.4,63616.44,455,0.93,0.9,4.19,0.66,3,86,0
33,1,0.14,0.08,7,0.89,6325.96,8.61,79018.21,470,0.1,0.99,1.7,0.84,5,15,2
16,0,0.43,0.82,8,0.3,2860.25,68.73,33670.88,4731,0.6,0.38,2.55,0.04,2,9,2
39,0,0.17,0.22,5,0.12,2511.8,18.72,12691.83,1254,0.1,0.65,0.16,0.47,3,21,1
9,1,0.37,0.88,10,0.69,7230.24,62.16,96735.64,4698,0.96,0.27,3.75,0.84,5,27,0
6,1,0.27,0.88,5,0.84,6989.93,63.47,2228.48,4297,0.61,0.76,2.63,0.29,2,91,0
28,1,0.33,0.27,8,0.56,90.55,30.95,28136.8,1310,0.74,0.95,2.47,0.41,3,21,2
17,0,0.4,0.73,10,0.07,3532.02,94.63,15037.81,4119,0.47,0.79,1.14,0.03,5,54,1
20,1,0.73,0.04,10,0.22,7299.01,78.2,3658.39,3570,0.27,0.62,3.68,0.71,1,27,2
4,0,0.12,0.34,9,0.54,3494.99,54,82235.16,3349,0.71,0.28,4.88,0.08,2,24,0
8,0,0.49,0.94,8,0.43,4695.04,62.29,33901.04,4790,0.66,0.48,4.84,0.4,4,74,1
13,1,0.7,0.03,4,0.98,152.36,95.5,69325.78,1304,0.35,0.93,2.12,0.18,1,36,1
21,1,0.85,0.67,7,0.9,2504.76,20.15,24020.63,1957,0.6,0.72,1.74,0.46,1,29,2
5,1,0.75,0.23,8,0.82,7080.92,57.45,11968.43,2456,0.37,0.11,2.9,0.45,2,95,2
32,0,0.2,0.92,9,0.6,3384.5,61.81,26017.45,4808,0.06,0.52,3.71,0.07,1,88,0
23,0,0.64,0.62,10,0.34,3066.91,45.88,53956.89,2242,0.27,0.99,0.84,0.66,2,82,0
36,1,0.45,0.52,9,0.25,7.05,86.24,66040.41,2324,0.81,0.9,2.86,0.2,5,74,0
8,1,0.98,0.47,4,0.06,9529.6,48.79,92960.37,51,0.42,0.91,3.88,0.11,2,28,1
17,0,0.86,0.15,5,0.36,9530.96,11.66,34375.52,4198,0.77,0.98,2.56,0.93,4,50,0
43,1,0.87,0.52,9,0.63,3931.26,32.3,67231.85,3148,0.28,0.4,2.96,0.76,1,91,2
6,0,0.07,0.48,7,0.2,7589.22,66.4,59156.13,3856,0.31,0.22,0.04,0.13,1,52,2
15,1,0.76,0.48,8,0.76,6921.18,88.83,55418.75,2983,0.87,0.61,2.36,0.61,1,97,1
46,0,0.44,0.52,8,0.58,7411.85,99.55,70281.63,3433,0.15,0.88,2.22,0.57,4,40,2
8,0,0.98,0.55,8,0.09,4165.05,86.06,33557.37,4223,0.08,0.03,4.69,0.48,3,67,2
39,1,0.38,0.76,9,0.53,9091.23,39.27,55984.6,278,0.84,0.23,1.06,0.97,2,7,2
41,0,0.26,0.46,4,0.96,3518.56,49.01,87896.13,362,0.84,0.42,2.11,0.14,2,32,2
49,1,0.15,0.45,8,0.21,3234.34,66.34,40792.07,3781,0.25,0.09,3.69,0.45,2,25,0
38,1,0.96,0.74,5,0.48,9416.48,90.26,37082.94,3130,0.7,0.83,0.48,0.62,5,52,2
31,1,0.78,0.86,6,0.45,9770.5,15.14,84121.62,154,0.06,0.77,2.33,0.47,3,35,0
16,0,0.83,0.55,10,0.28,4376.53,49.46,29529.45,1214,0.96,0.93,2.86,0.93,1,41,2
35,0,0.44,0.11,9,0.22,3052.03,7.7,47613.43,337,0.55,0.71,0.83,0.84,5,29,1
32,1,0.52,0.7,4,0.68,9473.18,84.69,36031.95,778,0.5,0.95,4.93,0.39,2,98,1
22,0,0.97,0.49,6,0.95,5934.92,38.54,71475.53,1767,0.96,0.83,2.96,0.26,2,50,0
20,1,0.67,0.35,5,0.32,9402.1,68.77,4676.47,2054,0.94,0.74,1.94,0.75,2,45,0
26,1,0.38,0.37,5,0.05,2233.14,85.24,7596.42,1945,0.98,0.81,2.58,0.76,1,51,1
9,0,0.87,0.96,10,0.39,9814.28,34.96,25876.68,3157,0.14,0.69,3.55,0.46,1,55,1
28,0,0.35,0.92,5,0.96,3928.77,35.27,50365.79,3305,0.74,0.45,2.45,0.87,4,70,1
30,0,0.16,0,9,0.98,9646.98,46.16,88331.62,3377,0.01,0.17,1.19,0.05,3,27,1
31,0,0.49,0.78,8,0.65,8950.9,74.64,35119.79,4574,0.8,0.73,1.18,0.48,3,86,1
10,0,0.42,0.49,10,0.85,6977.61,4.88,25703.25,3112,0.8,0.14,2.55,0.07,4,86,2
30,1,0.62,0.26,10,0.89,2637.88,97.57,96274.45,4705,0.13,0.61,2.67,0.8,2,82,2
