CPR,label,CT,UM,NC,CS,PC,CP,T,PB,AV,SRBP,ATPB,RE,TG,CH,CTS
1,1,0.84,0.57,8,0.06,7552.18,52.21,70418.5,4637,0.43,0.58,1.13,0.77,3,4,0
6,0,0.2,0.36,8,1.0,2600.93,81.82,83784.32,396,0.51,0.62,1.94,0.47,3,19,1
4,1,0.29,0.69,6,0.7,5497.9,79.22,46809.38,2322,0.41,0.59,3.62,0.68,5,34,1
0,0,0.92,0.46,7,0.05,9809.47,19.59,70168.2,2993,0.77,0.16,0.8,0.17,5,79,1
9,1,0.27,0.94,6,0.56,671.94,33.54,20790.31,2700,0.11,0.22,4.86,0.03,5,43,1
5,0,0.76,0.9,10,0.67,9199.15,9.75,88557.22,311,0.53,0.85,3.32,0.12,3,22,0
4,1,0.86,0.44,6,0.42,9635.57,39.27,46967.36,3087,0.67,0.65,4.01,0.28,5,43,0
4,1,0.99,0.68,7,0.74,9011.08,9.58,13764.56,477,0.53,0.44,0.23,0.79,4,73,1
9,1,0.42,0.98,7,0.84,9968.4,26.52,44301.09,1179,0.74,0.6,0.61,0.17,5,13,0
2,1,0.5,0.64,4,0.3,7580.94,44.58,38242.79,722,0.77,0.06,2.71,0.02,3,19,2
6,1,0.91,0.3,9,0.21,8449.45,31.2,56646.37,1754,0.09,0.11,0.44,0.42,5,96,1
6,1,0.57,0.87,9,0.73,2628.8,56.5,68007.1,1582,0.05,0.12,3.18,0.04,3,13,1
5,0,0.8,0.17,9,0.02,2252.37,8.74,24266.57,2600,0.2,0.74,1.49,0.03,1,80,0
8,1,0.74,0.8,9,0.35,4684.83,96.69,2462.66,2485,0.79,0.66,0.14,0.96,1,16,1
4,0,1.0,0.99,10,0.13,3929.98,62.82,79316.71,2123,0.88,0.57,0.5,0.07,3,96,1
4,0,0.09,0.03,5,0.03,2269.27,86.47,86486.69,477,0.81,0.61,1.23,0.1,3,96,0
5,1,0.88,0.55,6,0.21,5991.27,52.37,71306.1,1326,0.88,0.71,4.67,0.09,1,40,1
5,0,0.18,0.97,10,0.66,3255.39,94.19,25908.14,3124,0.04,0.95,3.16,0.48,3,92,2
6,0,0.21,0.25,8,0.54,1567.72,98.59,11148.44,3970,0.51,0.02,1.44,0.04,3,81,2
8,1,0.49,0.92,8,0.91,6308.49,16.59,94097.89,1305,0.42,1.0,3.66,0.93,4,86,0
2,0,0.88,0.35,7,0.62,5585.06,64.02,45825.07,247,0.04,0.91,1.01,0.77,5,94,0
3,1,1.0,0.32,9,0.95,9170.39,86.35,41359.67,3395,0.68,0.04,1.82,0.88,2,14,1
5,0,0.95,0.49,4,0.91,1039.94,19.74,59193.51,4826,0.58,0.15,2.82,0.9,1,42,0
4,1,0.3,0.24,9,0.31,640.31,87.05,9800.86,326,0.69,0.76,4.15,0.47,3,75,2
6,0,0.79,0.43,9,0.95,3693.29,34.85,52839.2,4466,0.74,0.93,2.52,0.65,5,43,1
8,1,0.3,0.53,5,0.8,2218.89,97.96,12114.43,4894,0.11,0.68,4.57,0.97,2,62,2
4,1,0.48,0.53,4,0.41,4660.03,36.35,22553.16,1132,0.45,0.99,2.08,0.51,5,7,2
4,0,0.12,0.79,6,0.25,2482.15,12.52,85987.28,2457,0.55,0.3,4.18,0.81,5,56,0
8,1,0.6,0.55,4,0.16,7476.63,22.19,40181.91,735,0.15,0.35,4.45,0.4,3,86,2
7,0,0.82,0.9,7,0.74,4346.48,21.38,59102.31,3174,0.57,0.79,3.48,0.12,5,79,1
7,1,0.99,0.02,5,0.15,4126.63,77.72,97095.39,2512,0.24,0.69,4.88,0.17,3,42,0
4,0,0.07,0.2,4,0.19,150.94,84.92,64696.77,2549,0.71,0.03,3.51,0.78,3,20,0
5,0,0.38,0.39,4,0.72,6713.51,99.63,22589.18,3942,0.71,0.97,0.98,0.05,2,22,0
6,1,0.72,0.88,5,0.89,4832.79,40.11,84372.62,4824,0.78,0.73,3.78,0.28,5,31,0
6,0,0.1,0.85,6,0.33,7385.59,8.98,67309.54,3731,0.82,0.58,2.25,0.02,1,73,2
6,1,0.82,0.53,10,0.04,7214.27,64.71,66399.25,255,0.37,0.08,3.2,0.31,1,4,0
4,1,0.08,0.33,9,0.05,9417.57,86.92,75894.92,411,0.36,0.49,0.32,0.63,1,69,2
8,1,0.67,0.07,9,0.41,2941.6,21.96,79487.49,2111,0.12,0.05,2.47,0.23,5,32,1
4,0,0.29,0.48,7,0.47,7248.14,95.08,64896.99,1195,0.52,0.5,4.74,0.97,2,2,1
9,0,0.6,0.07,7,0.09,8973.4,42.51,99803.77,11,0.54,0.91,1.24,0.26,4,54,1
2,1,0.42,0.74,10,0.03,2047.14,10.32,32831.31,3212,0.66,0.52,2.34,0.0,5,1,1
3,0,0.19,0.23,5,0.42,2341.47,77.41,32098.75,2942,0.99,0.35,0.23,0.88,1,79,1
9,1,0.07,0.92,9,0.9,1995.73,47.49,26423.96,2004,0.56,0.51,3.51,0.98,4,66,0
2,1,0.14,0.37,9,0.28,2470.89,9.5,57090.7,3294,0.45,0.93,3.43,0.07,2,65,1
2,0,0.49,0.06,8,0.3,7252.91,86.72,30840.68,3630,0.78,0.67,3.65,0.14,5,55,1
2,0,0.17,0.29,4,0.82,2735.36,43.83,94797.7,3500,0.69,0.82,2.29,0.43,3,44,0
6,0,0.23,0.71,8,0.84,2973.91,2.0,93481.94,3712,0.85,0.25,0.81,0.61,4,89,2
3,1,0.39,0.99,7,0.23,9059.62,71.32,4516.42,700,0.02,0.65,2.55,0.46,5,63,0
0,0,0.5,0.43,6,0.55,389.05,49.57,18936.79,3184,0.59,0.3,1.9,0.59,1,78,2
2,0,0.15,0.43,4,0.94,377.17,94.14,85523.66,1796,0.92,0.24,0.42,0.02,4,93,2
4,0,0.07,0.77,4,0.63,9155.01,0.15,2101.28,2434,0.28,0.97,0.56,0.81,3,52,2
2,1,0.7,0.18,7,0.89,3907.42,63.64,59944.32,4882,0.26,0.33,0.95,0.85,2,10,1
5,1,0.89,0.02,9,0.69,1960.95,59.26,5432.33,3334,0.4,0.5,1.39,0.41,1,39,0
6,0,0.75,0.1,5,0.04,7798.47,69.9,94595.18,1645,0.58,0.92,1.71,0.3,3,57,0
7,1,0.15,0.83,8,0.24,8494.35,99.09,37201.57,2859,0.33,0.76,3.68,0.22,2,3,1
9,1,0.88,0.29,5,0.06,2245.74,60.61,17952.72,3015,0.31,0.26,4.44,0.57,3,10,2
2,1,0.21,0.55,7,0.77,5551.78,25.74,16140.27,4577,0.09,0.01,3.33,0.98,3,6,2
1,1,0.59,0.57,10,0.61,721.08,3.41,35960.13,3105,0.15,0.95,4.18,0.69,2,0,2
7,0,0.85,0.31,4,0.61,4152.13,17.0,31074.08,4756,0.97,0.69,3.51,0.06,2,46,2
4,1,0.08,0.97,7,0.29,4005.78,71.88,27165.36,2336,0.78,0.55,0.77,0.64,4,2,2
9,1,0.37,0.24,6,0.53,1293.32,87.34,24264.65,4066,0.59,0.67,4.31,0.51,3,25,0
2,1,0.38,1.0,4,0.92,5729.28,35.29,73366.61,1843,0.88,0.06,2.58,0.28,4,7,1
2,0,0.07,0.52,8,0.88,4186.93,50.27,27893.7,1754,0.22,0.53,0.27,0.83,2,29,1
0,0,0.01,0.92,6,0.35,1974.59,86.52,13085.27,1134,0.01,0.35,0.04,0.61,4,18,0
7,1,0.57,0.46,4,0.64,8523.66,51.47,68681.61,434,0.98,0.61,0.04,0.49,1,94,2
9,1,0.24,0.85,6,0.72,2212.96,96.71,97788.9,2601,0.47,0.13,3.95,0.59,5,52,1
7,1,0.31,0.72,8,0.56,8816.94,7.37,22495.14,3093,0.32,0.28,0.4,0.07,3,69,0
0,1,0.82,0.57,8,0.18,4023.67,91.55,53302.01,1853,0.27,0.65,4.72,0.88,2,64,2
3,1,0.63,0.78,10,0.48,9554.21,18.55,19921.65,2394,0.37,0.27,0.44,0.61,4,23,0
3,1,0.84,0.62,8,0.15,3625.4,8.29,31975.58,4818,0.46,0.1,0.18,0.41,2,21,0
7,0,0.9,0.78,9,0.02,6074.3,56.27,53583.66,1002,0.81,0.3,2.02,0.36,4,85,1
4,0,0.89,0.03,6,0.05,9819.24,96.52,46519.88,2710,0.62,0.36,4.44,0.52,5,96,2
3,1,0.19,0.94,5,0.45,3553.02,57.68,92352.47,2614,0.79,0.7,0.96,0.48,5,78,0
3,1,0.08,0.15,9,0.34,8202.05,75.02,28679.11,4345,0.18,0.57,2.6,0.69,5,96,1
7,1,0.32,0.67,4,0.53,7312.98,15.59,42613.63,2482,0.55,0.24,3.57,0.71,5,95,0
5,1,0.88,0.48,5,0.23,2942.37,7.51,21459.14,1446,0.25,0.02,3.97,0.37,4,3,0
7,0,1.0,0.15,5,0.65,8738.42,40.1,43900.47,1602,0.2,0.46,0.63,0.03,3,67,0
6,0,0.68,0.56,9,0.41,3747.25,74.53,34506.32,2244,0.67,0.46,1.12,0.17,5,51,0
8,0,0.02,0.05,7,0.74,712.4,40.87,93898.86,3446,0.46,0.32,1.18,0.99,3,23,0
0,1,0.32,0.26,8,0.77,9464.57,88.78,80470.7,3485,0.13,0.69,4.79,0.81,4,7,1
9,0,0.66,0.29,5,0.4,1972.2,1.6,33441.78,640,0.32,0.69,2.77,0.94,4,40,2
8,0,0.79,0.3,8,0.23,6149.83,15.35,31577.1,1681,0.15,0.29,4.68,0.46,5,73,2
6,1,0.41,0.77,4,0.94,7624.22,42.06,74302.28,2538,0.97,0.75,3.8,0.07,1,43,2
3,0,0.43,0.69,4,0.21,2879.84,85.27,52791.85,2394,0.39,0.79,0.82,0.77,2,10,1
5,0,0.96,0.95,5,0.11,5601.7,36.29,22472.66,3750,0.38,0.59,1.66,0.3,1,49,1
6,1,0.2,0.23,4,0.64,432.24,11.57,7215.2,1342,0.25,0.99,2.63,0.6,1,70,0
3,0,0.25,0.66,7,0.89,1535.97,90.33,65473.83,404,0.53,0.89,0.37,0.08,1,13,1
8,1,0.27,0.46,10,0.37,217.98,39.74,628.55,343,0.35,0.52,4.61,0.29,5,9,2
9,1,0.57,0.19,10,0.76,6162.04,74.84,54689.61,2636,0.87,0.17,4.21,0.96,5,99,1
4,0,0.38,0.45,8,0.37,6490.73,0.21,5649.4,1556,0.9,0.08,0.69,0.69,2,8,2
7,1,0.8,0.21,4,0.69,5970.27,14.22,45690.78,4090,0.45,0.2,2.44,0.74,4,4,1
5,1,0.28,0.13,8,0.67,2227.8,46.33,75854.77,2381,0.46,0.04,2.84,0.63,2,46,1
8,1,0.73,0.02,4,0.67,8314.82,3.29,19814.9,3820,0.0,0.84,4.14,0.42,4,34,0
5,1,0.72,0.1,4,0.92,6272.68,88.59,85099.14,1932,0.14,0.72,2.84,0.17,1,75,2
8,1,0.92,0.58,8,0.82,12.54,43.23,29100.62,147,0.79,0.86,2.25,0.1,1,7,0
2,0,0.32,0.75,6,0.85,2272.74,81.51,20781.65,3853,0.07,0.25,0.82,0.04,1,97,1
4,1,0.82,0.32,8,0.67,4065.1,6.91,36641.8,3144,0.71,0.38,2.76,0.46,3,42,2
6,0,0.04,0.12,4,0.67,7173.83,76.45,93267.58,2330,0.25,0.91,3.35,0.23,3,91,0
8,0,0.23,0.22,10,0.25,3643.63,92.59,66141.24,1724,0.33,0.14,3.56,0.3,3,10,0
8,0,0.74,0.22,9,0.11,8908.38,3.23,16053.89,2816,0.51,0.57,2.34,0.43,2,9,2
7,1,0.01,0.63,10,0.56,769.98,23.24,9184.13,3615,0.18,0.76,2.39,0.64,2,20,2
1,0,0.45,0.34,8,0.17,3638.47,86.8,77595.48,942,0.6,0.48,2.77,0.65,5,34,2
2,1,0.05,0.94,5,0.56,518.99,69.86,17020.73,2558,0.87,0.97,1.25,0.03,1,38,0
0,0,0.4,0.46,7,0.29,1137.69,75.78,53734.98,2311,0.76,0.09,4.68,0.89,3,51,0
3,1,0.26,0.19,5,0.98,4005.89,70.88,80443.83,662,0.09,0.82,3.38,0.49,1,30,1
8,0,0.69,0.99,7,0.62,8698.91,90.12,40846.5,3855,0.84,0.56,3.73,0.6,2,19,0
2,1,0.86,0.13,5,0.69,3798.33,58.01,39676.23,4235,0.35,0.26,3.85,0.38,1,26,0
3,0,0.87,0.31,4,0.11,1985.16,57.43,53209.47,4559,0.68,0.52,0.39,0.34,5,47,2
1,1,0.43,0.01,8,0.5,9872.43,41.22,70280.53,1170,0.53,0.28,3.42,1.0,3,37,2
3,0,0.39,0.62,8,0.63,3758.82,42.86,26695.62,3660,0.94,0.21,4.81,0.69,2,61,1
3,1,0.11,0.05,9,0.77,6158.14,24.13,98709.69,1728,0.84,0.12,3.93,0.62,2,67,2
4,1,0.21,0.75,9,0.68,7914.98,66.67,77519.26,474,0.19,0.34,1.47,0.94,2,64,0
5,1,0.24,0.78,9,0.36,8737.01,15.35,69192.68,3286,0.63,0.17,0.53,0.94,5,70,2
9,0,0.39,0.29,8,0.22,5359.39,46.02,88177.39,1139,0.09,0.85,2.06,0.22,4,57,2
7,0,0.24,0.09,4,0.28,2213.87,4.29,58917.76,4081,0.57,0.48,0.46,0.28,5,0,2
6,1,0.66,0.21,6,0.75,9769.87,93.16,63472.02,2345,0.26,0.58,1.04,0.23,5,70,0
8,0,0.73,0.24,6,0.92,6991.5,38.65,19006.81,2907,0.89,0.58,3.52,0.18,2,18,0
8,0,0.05,0.47,8,0.71,7204.81,63.58,54395.79,3866,0.71,0.8,3.02,0.03,4,24,0
5,0,0.91,0.53,6,0.57,1050.63,11.53,61540.93,4428,0.31,0.31,4.16,1.0,1,79,2
3,1,0.31,0.32,7,0.57,853.94,6.73,85363.57,2194,0.15,0.66,4.92,0.58,2,59,2
9,1,0.87,0.92,6,0.98,3107.51,68.58,63762.09,740,0.65,0.2,1.59,0.42,1,41,0
3,0,0.99,0.57,6,0.53,4154.35,1.53,22512.26,4041,0.15,0.29,2.09,0.89,5,44,1
7,0,0.48,0.38,7,0.45,6500.98,86.57,2856.92,1092,0.56,0.95,2.75,0.93,2,23,2
6,0,0.38,0.35,10,0.43,4094.93,4.03,35776.99,3005,0.16,0.88,0.03,0.6,1,56,0
4,1,0.38,0.32,8,0.66,4888.42,99.39,21293.74,3222,0.08,0.7,3.59,0.02,3,76,0
0,0,0.68,0.74,10,0.05,4835.44,24.55,88222.72,416,0.05,0.15,3.98,0.05,2,26,2
8,1,0.12,0.82,7,0.72,5019.72,82.57,15761.18,4039,0.12,0.94,1.64,0.52,2,76,0
6,0,0.64,0.67,10,0.08,919.29,94.88,1619.52,2485,0.32,0.9,4.92,0.51,4,50,0
0,1,0.62,0.38,5,0.81,1774.42,21.45,45123.87,1803,0.71,0.88,5.0,0.52,5,71,2
1,0,0.04,0.08,5,0.28,7669.46,44.64,65945.57,12,0.13,0.18,0.07,0.98,4,89,1
5,0,0.07,0.18,7,0.97,8398.05,63.89,50934.58,2155,0.49,0.98,3.91,0.09,4,20,2
3,0,0.58,0.56,4,0.71,8004.33,13.65,89826.17,131,0.58,0.49,0.84,0.9,5,39,2
9,0,0.25,0.58,6,0.71,9124.66,22.72,68555.04,2370,0.86,0.76,4.53,0.51,2,88,2
7,0,0.18,0.78,5,0.11,7714.58,41.29,1532.35,1403,0.15,0.3,3.05,0.7,3,11,0
7,1,0.13,0.39,7,0.38,2022.15,54.95,8217.03,197,0.91,0.63,4.34,0.16,5,4,1
8,1,0.86,0.61,10,0.48,1270.11,29.42,44324.55,2871,0.66,0.4,3.09,0.08,1,96,2
9,1,0.68,0.89,5,0.8,7917.48,99.51,65610.84,4755,0.71,0.47,3.32,0.36,3,98,1
4,0,0.5,0.83,10,0.64,3803.01,41.5,4359.39,3791,0.08,0.32,3.81,0.05,1,90,2
8,0,0.16,0.6,8,0.45,887.78,79.15,26536.09,4292,0.37,0.77,3.84,0.21,4,86,1
5,1,0.11,0.54,9,0.88,7893.95,0.62,24985.38,1299,0.75,0.11,3.89,0.53,1,9,2
0,1,0.7,0.27,4,0.02,5697.6,65.3,68405.7,709,0.91,0.97,2.5,0.45,1,32,1
5,0,0.35,0.65,9,0.41,6200.11,60.95,64929.84,4504,0.24,0.78,4.55,0.97,4,17,0
5,0,0.4,0.51,10,0.78,9241.07,58.05,33737.49,419,0.68,0.39,2.06,0.7,5,40,0
0,1,0.7,0.05,6,0.85,2222.59,32.34,21485.9,1426,0.51,0.02,4.44,0.26,2,95,2
0,0,0.44,0.46,9,0.13,9925.63,13.29,7697.26,3833,0.39,0.1,3.41,0.38,4,78,1
9,1,0.86,0.33,8,0.89,5583.51,63.16,68220.6,4646,0.62,0.73,3.38,0.53,1,70,2
1,1,0.99,0.76,4,0.37,9505.58,47.31,90683.64,3584,0.09,0.96,2.33,0.82,3,87,2
4,1,0.44,0.32,7,0.5,160.4,39.67,27080.46,745,0.98,0.53,0.8,0.98,4,6,1
4,0,0.74,0.48,4,0.26,2683.71,98.18,59914.41,568,0.28,0.48,4.82,0.67,5,44,1
4,1,0.63,0.44,4,0.25,4832.66,0.41,76654.59,1359,0.39,0.3,4.36,0.48,3,80,2
0,1,0.14,0.94,8,0.88,1671.42,74.18,91473.35,4758,0.49,0.86,0.94,1.0,5,70,1
2,0,0.54,0.81,6,0.71,5055.48,75.64,63264.23,1276,0.24,0.91,4.79,0.41,4,48,1
3,0,0.1,0.57,5,0.38,6147.26,82.46,96029.61,2191,0.65,0.3,3.86,0.39,5,27,1
4,0,0.27,0.16,7,0.51,5964.38,46.3,81367.63,2368,0.04,0.18,2.35,0.2,3,5,1
1,1,0.5,0.32,9,0.48,2188.33,40.76,8423.32,4406,0.77,0.56,3.51,0.66,5,76,1
8,0,0.16,0.57,10,0.68,226.58,46.98,88534.84,1827,0.68,0.47,4.37,0.79,4,29,0
3,1,0.53,0.39,10,0.99,4712.6,46.55,81166.36,270,0.03,0.01,1.42,0.24,1,98,1
2,0,0.08,0.66,6,0.87,2932.26,33.64,34201.61,4522,0.24,0.46,0.42,0.69,5,71,0
0,0,0.55,0.47,5,0.5,4248.48,35.5,67624.94,3920,0.59,0.6,1.25,0.5,2,37,1
6,1,0.67,0.67,6,0.05,3422.45,25.07,4259.14,4355,0.74,0.64,4.97,0.71,3,23,2
9,0,0.26,0.28,7,0.16,3166.22,45.43,96682.26,3491,0.83,0.07,0.25,0.4,4,95,1
1,1,0.35,0.56,7,0.32,9097.22,54.78,44285.66,295,0.56,0.39,4.31,0.56,1,85,1
8,1,0.19,0.29,10,0.61,1928.04,34.44,84202.21,142,0.95,0.68,1.06,0.87,2,24,1
5,0,0.39,0.64,7,0.95,7194.91,82.3,35424.44,1015,0.39,0.03,1.89,0.23,4,36,2
3,1,0.49,0.1,4,0.5,1582.35,65.87,4327.41,2643,0.45,0.9,0.88,0.38,5,94,2
5,0,0.73,0.52,5,0.98,4897.91,36.92,39590.92,768,0.02,0.28,2.06,0.71,2,5,0
6,1,0.44,0.31,4,0.13,3723.24,71.91,44639.24,4062,0.82,0.91,4.76,0.11,4,0,0
9,1,0.42,0.29,5,0.16,1339.83,90.44,62851.56,2069,0.19,0.69,0.88,0.39,3,3,2
6,0,0.2,0.23,10,0.35,7184.43,48.34,77410.01,1276,0.65,0.39,3.66,0.67,1,79,0
1,0,0.59,0.64,5,0.09,1940.08,22.86,81712.78,935,0.56,0.13,2.35,0.48,2,28,0
8,0,0.72,0.78,9,0.69,6981.66,11.47,49077.88,4415,0.61,0.61,4.19,0.5,5,45,2
4,0,0.82,0.39,10,0.43,9899.08,14.68,22877.4,3362,0.56,0.23,3.76,0.01,1,20,1
4,0,0.31,0.87,4,0.49,7995.7,54.11,80166.56,1777,0.75,0.23,0.45,0.8,4,65,2
3,0,0.34,0.06,9,0.91,4801.49,1.81,10444.8,172,0.56,0.2,3.64,0.84,5,94,0
6,1,0.21,0.25,6,0.3,8087.6,50.4,18822.27,4801,0.72,0.25,0.29,0.27,1,36,2
0,1,0.76,0.37,7,0.64,7909.02,35.53,9987.34,1423,0.01,0.25,2.49,0.16,5,46,0
5,0,0.29,0.39,8,0.98,5064.92,43.73,38147.51,2979,0.28,0.41,3.63,0.88,5,49,1
2,0,0.5,0.97,10,0.96,4039.42,4.82,93636.74,3096,0.39,0.99,1.46,0.57,1,74,1
6,0,0.65,0.97,7,0.25,362.11,35.28,11258.16,4647,0.77,0.27,4.76,0.4,4,61,1
0,0,0.47,0.54,9,0.9,2012.88,55.58,43371.11,3810,0.81,0.6,1.06,0.3,1,83,2
1,1,0.81,0.06,7,0.92,3504.02,36.83,24635.0,1099,0.73,0.48,4.08,0.77,2,55,2
4,1,0.27,0.56,4,0.31,758.15,72.29,94761.47,3249,0.86,0.92,3.45,0.19,4,69,0
6,0,0.34,0.08,4,0.53,3828.76,62.14,68376.13,1185,0.71,0.27,0.8,0.29,1,3,1
4,1,0.11,0.39,4,0.98,6715.81,24.81,75936.68,3332,0.98,0.78,4.82,0.15,5,70,0
2,1,0.17,0.1,4,0.63,6875.75,3.91,80756.64,2625,0.76,0.73,1.83,0.18,3,23,2
1,1,0.21,0.39,8,0.73,132.98,54.48,1346.47,3483,0.06,0.76,3.76,0.6,3,63,0
4,1,0.76,0.43,6,0.01,6668.99,72.3,87540.85,602,0.02,0.6,1.77,0.42,2,73,2
0,1,0.58,0.02,4,0.47,7391.88,67.98,17733.15,3116,0.74,0.95,4.7,0.38,2,79,2
9,1,0.69,0.59,8,0.83,3575.97,26.81,13875.04,4707,1.0,0.41,4.47,0.5,3,35,0
4,1,0.15,0.4,9,0.71,4712.4,64.08,88499.5,8,0.78,0.69,3.22,0.32,2,22,1
0,0,0.62,0.85,6,0.61,7207.91,67.11,46157.81,900,0.34,0.19,4.33,0.99,4,60,2
6,1,0.33,0.5,9,0.32,9154.29,71.9,91967.16,3597,0.12,0.01,4.36,0.61,1,77,2
9,1,0.08,0.32,6,0.24,8098.29,98.38,34839.29,4119,0.93,0.04,3.73,0.42,3,26,1
6,0,0.09,0.18,4,0.72,9929.52,95.8,14615.43,1931,0.86,0.9,2.5,0.26,2,9,2
4,0,0.55,0.35,4,0.28,7765.92,9.42,25446.1,4379,0.49,0.04,0.0,0.7,1,2,1
6,0,0.01,0.63,6,0.56,1071.62,87.04,13608.16,3914,0.85,0.9,2.98,0.59,5,70,2
7,0,0.59,0.58,10,0.82,3160.75,34.76,2269.38,1188,0.49,0.87,1.81,0.59,3,3,0
6,1,0.13,0.87,9,0.65,3346.54,70.97,40274.7,2018,0.86,0.13,2.26,0.83,3,89,1
6,0,0.45,0.95,7,0.1,8515.01,98.55,87508.37,4684,0.91,0.51,3.31,0.2,5,53,0
8,0,0.29,0.43,4,0.04,5894.14,99.36,22618.31,2895,0.91,0.39,1.09,0.39,1,83,1
6,0,0.79,0.75,6,0.65,1710.34,26.33,8274.61,893,0.39,0.69,4.47,0.61,2,56,1
0,0,0.68,0.58,7,0.44,5671.39,81.94,62501.78,4176,0.86,0.43,4.0,0.57,4,71,1
0,1,0.99,0.71,9,0.52,8246.64,77.27,784.52,3325,0.8,0.05,0.03,0.23,3,71,0
9,0,0.85,0.23,6,0.77,741.12,81.27,30937.82,1774,0.85,0.01,4.47,0.82,4,8,1
8,0,0.41,0.69,4,0.61,7820.26,81.02,80229.5,3164,0.89,0.52,3.71,0.7,2,46,0
8,1,0.64,0.05,9,0.4,6115.47,71.95,55017.25,2473,0.88,0.34,4.93,0.16,2,28,1
7,1,0.78,0.45,9,0.73,1746.54,3.37,68671.02,487,0.83,0.48,1.04,0.17,2,49,2
8,0,0.55,0.81,5,0.51,1765.39,95.82,9591.02,41,0.11,0.64,4.48,0.54,1,17,0
8,1,0.68,0.49,10,0.29,8134.61,75.84,35944.38,3542,0.96,0.46,0.83,0.61,4,95,0
9,0,0.14,0.64,10,0.62,8073.15,24.34,14211.79,3251,0.31,0.79,0.92,0.79,1,66,1
7,0,0.69,0.91,7,0.84,8784.22,30.25,97650.99,4484,0.21,0.85,1.57,0.72,1,29,1
5,1,0.35,0.6,6,0.38,1996.55,84.99,88243.02,1635,0.25,0.24,3.52,0.55,2,21,1
5,0,0.62,0.24,10,0.78,5758.19,87.59,27918.27,3535,0.94,0.47,2.71,0.72,1,54,1
1,0,0.39,0.26,5,0.59,6123.86,42.86,90813.2,603,0.95,0.82,4.17,0.49,5,19,0
5,1,0.95,0.17,9,0.79,6401.75,62.55,78245.49,1312,0.8,0.65,4.5,0.26,3,45,1
6,0,0.99,0.02,10,0.69,2715.01,26.62,4176.95,411,0.82,0.85,1.15,0.15,3,31,2
6,1,0.14,0.58,7,0.81,204.63,45.96,42655.83,2138,0.42,0.06,0.11,0.3,1,24,0
0,0,0.91,0.01,4,0.75,6592.7,32.39,15634.71,2461,0.22,0.16,0.27,0.71,3,50,0
0,0,0.35,0.78,8,0.24,1343.95,64.04,36501.23,4986,0.15,0.83,4.13,0.34,4,66,1
8,0,0.78,0.87,5,0.03,9453.17,39.42,52674.07,338,0.76,0.14,1.78,0.96,2,17,0
8,1,0.71,0.99,5,0.66,3094.52,56.64,97563.21,1567,0.88,0.32,1.6,0.95,4,61,2
1,1,0.76,0.76,6,0.36,6512.65,46.95,67043.61,4881,0.78,0.45,4.51,0.05,5,84,2
2,0,0.36,0.11,4,0.79,4833.69,42.71,77255.49,783,0.86,0.48,4.23,0.09,3,21,1
2,0,0.98,0.94,7,0.65,4485.43,55.47,10272.57,4081,0.12,0.85,0.62,0.07,4,83,2
4,1,0.7,0.67,10,0.46,475.53,53.75,81511.57,2551,0.42,0.03,4.17,0.52,4,53,1
7,0,0.41,0.12,7,0.39,5777.41,39.15,13366.67,4967,0.44,0.12,4.02,0.87,4,48,2
3,0,0.03,0.67,4,0.18,5994.65,48.79,83877.53,4976,0.62,0.49,2.54,0.6,2,79,1
5,1,0.87,0.48,7,0.23,2566.44,54.35,23137.17,798,0.77,0.22,2.68,0.54,2,90,1
2,1,0.71,0.96,5,0.3,6159.53,32.36,940.04,4251,0.41,0.02,0.95,0.01,3,69,2
4,0,0.47,0.18,8,0.13,1480.15,47.12,34849.74,4020,0.45,0.91,2.66,0.14,3,78,2
8,0,0.91,0.28,10,0.46,3900.04,83.74,89990.98,1844,0.83,0.63,3.64,0.66,1,22,0
4,1,0.84,0.58,7,0.37,7584.83,12.22,78580.96,4398,0.5,0.29,4.61,0.89,2,15,0
6,0,0.51,0.97,8,0.35,6376.49,73.94,17719.3,3846,0.41,0.74,4.35,0.94,5,97,0
9,1,0.41,0.95,7,0.63,9615.34,14.02,40437.15,237,0.62,0.14,2.68,0.94,5,43,1
5,1,0.92,0.93,7,0.75,4461.49,81.56,10426.53,3219,0.72,0.15,0.7,0.73,2,67,0
8,1,0.67,0.22,8,0.13,9835.87,55.46,39643.1,1162,0.38,0.76,3.23,0.52,5,9,1
8,1,0.61,0.24,4,0.62,2929.56,25.59,17815.11,2643,0.31,0.38,2.82,0.63,3,96,2
9,1,0.45,0.2,10,0.67,524.54,51.84,43718.28,3497,0.75,0.42,3.08,0.51,1,41,0
1,0,0.01,0.63,5,0.69,3878.62,40.24,89596.5,421,0.4,0.16,4.15,0.93,2,38,1
0,0,0.67,0.79,10,0.63,9560.32,28.01,87787.48,1106,0.78,0.18,2.32,0.36,1,31,2
6,1,0.59,0.61,9,0.7,8769.29,24.52,1439.15,1543,0.23,0.86,3.07,0.94,2,5,0
4,1,0.33,0.97,5,0.51,124.35,66.36,70277.8,831,0.45,0.97,3.68,0.46,5,40,1
5,0,0.04,0.13,7,0.68,6881.26,50.92,37900.97,711,0.17,0.82,2.03,0.92,3,43,1
9,1,0.51,0.53,8,0.56,1645.48,93.77,81717.02,1744,0.85,0.4,3.78,0.28,4,2,1
4,1,0.88,0.52,4,0.02,5865.51,20.95,37947.35,2365,0.2,0.05,0.72,0.65,2,27,1
0,0,0.05,0.57,8,0.42,6794.36,25.37,66871.11,120,0.32,0.52,1.94,0.47,4,73,1
